age,workclass,education,marital-status,occupation,relationship,gender,native-country,income
50,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,In-family,Female,USA,"(37.5K, 50K]"
30,Privy-corporate,College-1yr+,Married-civ-spouse,Tech-support,In-family,Male,USA,"(25K, 37.5K]"
55,Privy-corporate,7th-8th,Married-civ-spouse,Other-service,In-family,Male,USA,"[0, 12.5K]"
58,Privy-small-business,10th,Married-civ-spouse,Transport-moving,In-family,Male,USA,"(62.5K, 75K]"
41,Privy-small-business,College-<1yr,Middle-aged,Adm-clerical,Not-in-family,Male,USA,"[0, 12.5K]"
25,Privy-small-business,HS-grad,Dating,Sales,In-family,Male,USA,"(37.5K, 50K]"
59,Privy-corporate,College-1yr+,Divorced,Sales,Not-in-family,Male,USA,"(12.5K, 25K]"
36,State-gov,Masters,Young-adult,Prof-specialty,Not-in-family,Female,USA,"(12.5K, 25K]"
25,Privy-small-business,Assoc-acdm,Married-civ-spouse,Sales,In-family,Male,USA,"[0, 12.5K]"
19,Privy-small-business,11th,Middle-aged,Other-service,In-family,Male,USA,"(37.5K, 50K]"
34,Privy-corporate,HS-grad,Middle-aged,Handlers-cleaners,In-family,Male,USA,"(25K, 37.5K]"
51,Privy-corporate,Assoc-acdm,Married-civ-spouse,Exec-managerial,In-family,Male,Germany,"(75K, 87.5K]"
31,Privy-small-business,11th,Dating,Machine-op-inspct,Not-in-family,Female,USA,"(25K, 37.5K]"
21,Privy-small-business,College-1yr+,Young-adult,Handlers-cleaners,In-family,Male,USA,"[0, 12.5K]"
51,Privy-small-business,HS-grad,Middle-aged,Adm-clerical,Not-in-family,Female,USA,"(37.5K, 50K]"
39,Federal-gov,Assoc-acdm,Engaged,Adm-clerical,Unmarried,Female,USA,"(12.5K, 25K]"
34,Privy-corporate,HS-grad,Married-civ-spouse,Machine-op-inspct,In-family,Male,USA,"[0, 12.5K]"
38,Privy-small-business,HS-grad,Married-civ-spouse,Sales,In-family,Male,USA,"(37.5K, 50K]"
21,Privy-corporate,HS-grad,Middle-aged,Other-service,In-family,Male,USA,"(12.5K, 25K]"
22,Privy-corporate,Assoc-voc,Engaged,Handlers-cleaners,Not-in-family,Male,USA,"(37.5K, 50K]"
29,State-gov,HS-grad,Middle-aged,Adm-clerical,Not-in-family,Female,USA,"(25K, 37.5K]"
25,Privy-corporate,HS-grad,Dating,Other-service,In-family,Female,USA,"[0, 12.5K]"
53,State-gov,HS-grad,Married-civ-spouse,Other-service,In-family,Male,USA,"[0, 12.5K]"
68,Privy-small-business,HS-grad,Married-civ-spouse,Transport-moving,In-family,Male,USA,"[0, 12.5K]"
21,Privy-corporate,College-1yr+,Middle-aged,Adm-clerical,Not-in-family,Female,USA,"(12.5K, 25K]"
34,Local-gov,10th,Married-civ-spouse,Other-service,In-family,Female,USA,"(12.5K, 25K]"
53,Privy-small-business,Assoc-voc,Married-civ-spouse,Craft-repair,In-family,Male,USA,"(62.5K, 75K]"
32,Self-emp-not-inc,College-<1yr,Engaged,Craft-repair,In-family,Male,USA,"(37.5K, 50K]"
33,Local-gov,HS-grad,Engaged,Other-service,In-family,Male,USA,"(37.5K, 50K]"
34,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,In-family,Male,USA,"(62.5K, 75K]"
61,Privy-corporate,HS-grad,Widowed,Other-service,Unmarried,Female,USA,"(12.5K, 25K]"
46,Privy-small-business,HS-grad,Married-civ-spouse,Other-service,In-family,Female,USA,"[0, 12.5K]"
26,Privy-corporate,Bachelors,Middle-aged,Sales,Not-in-family,Male,USA,"(12.5K, 25K]"
37,Self-emp-not-inc,HS-grad,Divorced,Sales,In-family,Female,USA,"(37.5K, 50K]"
41,Privy-small-business,Bachelors,Married-civ-spouse,Exec-managerial,In-family,Male,USA,"above 87.5k"
59,Local-gov,Bachelors,Engaged,Prof-specialty,Other-relative,Female,USA,"(12.5K, 25K]"
28,Privy-corporate,College-1yr+,Married-civ-spouse,Sales,In-family,Male,USA,"(25K, 37.5K]"
39,Privy-small-business,HS-grad,Married-civ-spouse,Transport-moving,In-family,Male,USA,"[0, 12.5K]"
25,Privy-corporate,College-<1yr,Dating,Transport-moving,Not-in-family,Male,USA,"(37.5K, 50K]"
45,Privy-corporate,College-1yr+,Married-civ-spouse,Handlers-cleaners,In-family,Male,USA,"(62.5K, 75K]"
30,Privy-small-business,HS-grad,Married-civ-spouse,Craft-repair,In-family,Male,USA,"(62.5K, 75K]"
61,Privy-small-business,College-1yr+,Divorced,Craft-repair,Not-in-family,Male,USA,"[0, 12.5K]"
52,Privy-small-business,10th,Young-adult,Machine-op-inspct,Not-in-family,Male,USA,"(12.5K, 25K]"
54,Privy-small-business,7th-8th,Separated,Craft-repair,Not-in-family,Male,USA,"(25K, 37.5K]"
45,Privy-small-business,7th-8th,Married-civ-spouse,Craft-repair,In-family,Male,Mexico,"(12.5K, 25K]"
48,Privy-small-business,Bachelors,Divorced,Prof-specialty,Not-in-family,Male,USA,"[0, 12.5K]"
36,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,In-family,Male,USA,"above 87.5k"
49,Privy-small-business,College-1yr+,Divorced,Other-service,Unmarried,Female,USA,"(25K, 37.5K]"
31,Privy-corporate,HS-grad,Divorced,Adm-clerical,Not-in-family,Female,USA,"(12.5K, 25K]"
65,Local-gov,HS-grad,Widowed,Tech-support,Unmarried,Female,USA,"(37.5K, 50K]"
56,Privy-small-business,HS-grad,Separated,Machine-op-inspct,Unmarried,Female,USA,"(37.5K, 50K]"
38,Local-gov,Bachelors,Married-civ-spouse,Exec-managerial,In-family,Male,USA,"above 87.5k"
70,Privy-corporate,10th,Widowed,Sales,Not-in-family,Female,USA,"[0, 12.5K]"
37,Privy-small-business,Bachelors,Married-civ-spouse,Prof-specialty,Other-relative,Male,USA,"(75K, 87.5K]"
43,Federal-gov,Prof-school,Married-civ-spouse,Exec-managerial,In-family,Male,USA,"[0, 12.5K]"
28,Privy-corporate,Assoc-acdm,Middle-aged,Craft-repair,Not-in-family,Male,USA,"[0, 12.5K]"
42,Privy-corporate,College-<1yr,Dating,Other-service,Not-in-family,Male,USA,"[0, 12.5K]"
30,Privy-corporate,College-1yr+,Married-civ-spouse,Other-service,In-family,Female,USA,"(25K, 37.5K]"
77,Privy-small-business,7th-8th,Married-civ-spouse,Craft-repair,In-family,Male,USA,"(12.5K, 25K]"
33,Privy-corporate,HS-grad,Married-civ-spouse,Sales,In-family,Female,USA,"[0, 12.5K]"
17,Privy-corporate,10th,Young-adult,Handlers-cleaners,In-family,Male,USA,"(25K, 37.5K]"
59,Privy-small-business,Bachelors,Married-civ-spouse,Prof-specialty,In-family,Male,USA,"(62.5K, 75K]"
44,Privy-small-business,Bachelors,Married-civ-spouse,Exec-managerial,In-family,Male,USA,"(12.5K, 25K]"
33,Privy-corporate,Bachelors,Divorced,Prof-specialty,Unmarried,Female,USA,"(12.5K, 25K]"
17,Privy-small-business,11th,Engaged,Priv-house-serv,In-family,Male,USA,"[0, 12.5K]"
22,Privy-small-business,College-1yr+,Young-adult,Sales,Not-in-family,Male,USA,"(62.5K, 75K]"
42,Federal-gov,College-<1yr,Married-civ-spouse,Adm-clerical,In-family,Male,USA,"(50K, 62.5K]"
26,Privy-corporate,HS-grad,Married-civ-spouse,Craft-repair,In-family,Male,USA,"(37.5K, 50K]"
47,Local-gov,Masters,Divorced,Prof-specialty,Not-in-family,Female,USA,"(25K, 37.5K]"
28,Privy-small-business,HS-grad,Married-civ-spouse,Craft-repair,In-family,Male,USA,"(37.5K, 50K]"
33,Privy-small-business,12th,Young-adult,Sales,In-family,Female,USA,"[0, 12.5K]"
52,Privy-corporate,HS-grad,Widowed,Other-service,Unmarried,Male,USA,"(25K, 37.5K]"
44,Privy-corporate,12th,Divorced,Machine-op-inspct,Unmarried,Female,South,"(12.5K, 25K]"
25,Privy-small-business,HS-grad,Separated,Adm-clerical,Not-in-family,Female,USA,"[0, 12.5K]"
33,Self-emp-not-inc,College-<1yr,Engaged,Farming-fishing,In-family,Male,USA,"[0, 12.5K]"
23,Privy-small-business,Assoc-acdm,Engaged,Prof-specialty,Not-in-family,Female,USA,"(25K, 37.5K]"
29,Privy-small-business,HS-grad,Divorced,Other-service,Unmarried,Female,USA,"(12.5K, 25K]"
21,Privy-corporate,College-<1yr,Young-adult,Adm-clerical,Not-in-family,Female,USA,"[0, 12.5K]"
31,State-gov,HS-grad,Middle-aged,Adm-clerical,Not-in-family,Female,USA,"[0, 12.5K]"
42,Privy-corporate,Assoc-acdm,Married-civ-spouse,Craft-repair,In-family,Male,USA,"[0, 12.5K]"
39,Privy-corporate,Assoc-acdm,Married-civ-spouse,Tech-support,In-family,Male,USA,"(12.5K, 25K]"
54,Self-emp-inc,Assoc-voc,Married-civ-spouse,Craft-repair,In-family,Male,USA,"(12.5K, 25K]"
17,Privy-small-business,9th,Middle-aged,Handlers-cleaners,Other-relative,Male,Mexico,"(37.5K, 50K]"
63,Privy-corporate,Bachelors,Widowed,Other-service,Other-relative,Female,USA,"(12.5K, 25K]"
46,Privy-corporate,HS-grad,Married-civ-spouse,Sales,In-family,Female,USA,"[0, 12.5K]"
62,Local-gov,Masters,Dating,Prof-specialty,Not-in-family,Female,USA,"(50K, 62.5K]"
54,Privy-small-business,HS-grad,Married-civ-spouse,Sales,In-family,Male,USA,"(25K, 37.5K]"
22,Self-emp-inc,HS-grad,Middle-aged,Exec-managerial,In-family,Male,USA,"(37.5K, 50K]"
61,Privy-corporate,7th-8th,Married-civ-spouse,Transport-moving,In-family,Male,USA,"[0, 12.5K]"
73,Privy-small-business,HS-grad,Widowed,Other-service,Not-in-family,Female,USA,"(25K, 37.5K]"
52,Privy-small-business,HS-grad,Married-civ-spouse,Craft-repair,In-family,Male,USA,"(25K, 37.5K]"
24,Privy-corporate,HS-grad,Dating,Handlers-cleaners,In-family,Male,USA,"[0, 12.5K]"
35,Privy-small-business,HS-grad,Divorced,Adm-clerical,Not-in-family,Male,USA,"(37.5K, 50K]"
41,Privy-small-business,College-<1yr,Separated,Sales,Unmarried,Female,USA,"(12.5K, 25K]"
31,Privy-corporate,Bachelors,Married-civ-spouse,Transport-moving,In-family,Male,Mexico,"(12.5K, 25K]"
53,State-gov,College-<1yr,Married-civ-spouse,Other-service,In-family,Male,USA,"[0, 12.5K]"
25,Privy-small-business,HS-grad,Married-civ-spouse,Transport-moving,In-family,Male,USA,"(25K, 37.5K]"
19,Privy-small-business,College-<1yr,Young-adult,Adm-clerical,In-family,Female,USA,"(25K, 37.5K]"
36,Privy-corporate,Bachelors,Married-civ-spouse,Prof-specialty,In-family,Male,USA,"(50K, 62.5K]"
42,Privy-small-business,HS-grad,Divorced,Adm-clerical,Unmarried,Female,USA,"(37.5K, 50K]"
45,Privy-small-business,Doctorate,Married-civ-spouse,Prof-specialty,In-family,Male,USA,"(62.5K, 75K]"
33,Privy-corporate,11th,Married-civ-spouse,Craft-repair,In-family,Male,USA,"(62.5K, 75K]"
26,Privy-corporate,College-<1yr,Married-civ-spouse,Machine-op-inspct,In-family,Male,USA,"(37.5K, 50K]"
33,Privy-corporate,12th,Middle-aged,Sales,Other-relative,Female,Mexico,"(37.5K, 50K]"
33,Privy-corporate,11th,Married-civ-spouse,Craft-repair,In-family,Male,USA,"[0, 12.5K]"
36,Privy-small-business,College-<1yr,Married-civ-spouse,Handlers-cleaners,In-family,Male,USA,"[0, 12.5K]"
21,Privy-small-business,College-<1yr,Dating,Farming-fishing,In-family,Male,USA,"(12.5K, 25K]"
17,Privy-corporate,11th,Engaged,Transport-moving,In-family,Male,USA,"[0, 12.5K]"
45,Privy-small-business,Assoc-voc,Married-civ-spouse,Craft-repair,In-family,Male,USA,"[0, 12.5K]"
45,State-gov,College-1yr+,Married-civ-spouse,Protective-serv,In-family,Male,USA,"(50K, 62.5K]"
41,Federal-gov,Masters,Married-civ-spouse,Craft-repair,In-family,Male,India,"(62.5K, 75K]"
24,Privy-corporate,Bachelors,Dating,Sales,Not-in-family,Male,USA,"(12.5K, 25K]"
57,Privy-small-business,HS-grad,Married-civ-spouse,Adm-clerical,In-family,Female,USA,"[0, 12.5K]"
48,Privy-corporate,HS-grad,Middle-aged,Other-service,Not-in-family,Female,USA,"[0, 12.5K]"
31,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,In-family,Male,USA,"above 87.5k"
33,Self-emp-inc,College-1yr+,Married-civ-spouse,Craft-repair,In-family,Male,USA,"(62.5K, 75K]"
41,Privy-corporate,Bachelors,Married-civ-spouse,Exec-managerial,In-family,Male,USA,"(75K, 87.5K]"
41,Privy-small-business,5th-6th,Divorced,Machine-op-inspct,Not-in-family,Female,Mexico,"[0, 12.5K]"
63,Privy-corporate,HS-grad,Married-civ-spouse,Sales,In-family,Male,USA,"[0, 12.5K]"
39,Privy-small-business,HS-grad,Middle-aged,Other-service,Not-in-family,Male,USA,"(12.5K, 25K]"
28,Privy-small-business,College-<1yr,Dating,Adm-clerical,Not-in-family,Female,USA,"(12.5K, 25K]"
18,Privy-small-business,12th,Dating,Sales,In-family,Female,USA,"[0, 12.5K]"
22,Privy-small-business,College-1yr+,Middle-aged,Adm-clerical,In-family,Female,USA,"(25K, 37.5K]"
42,Privy-corporate,HS-grad,Married-civ-spouse,Sales,In-family,Male,USA,"[0, 12.5K]"
47,Privy-small-business,HS-grad,Married-civ-spouse,Machine-op-inspct,In-family,Male,USA,"[0, 12.5K]"
33,Local-gov,HS-grad,Divorced,Transport-moving,Unmarried,Female,USA,"(12.5K, 25K]"
34,Privy-small-business,HS-grad,Engaged,Sales,In-family,Female,USA,"[0, 12.5K]"
18,Privy-corporate,HS-grad,Young-adult,Tech-support,In-family,Female,USA,"(25K, 37.5K]"
66,Privy-small-business,7th-8th,Married-civ-spouse,Transport-moving,In-family,Male,USA,"(25K, 37.5K]"
39,Privy-small-business,Assoc-voc,Married-civ-spouse,Exec-managerial,In-family,Female,USA,"(50K, 62.5K]"
35,Privy-small-business,10th,Married-civ-spouse,Craft-repair,In-family,Male,USA,"[0, 12.5K]"
56,State-gov,HS-grad,Divorced,Adm-clerical,In-family,Female,USA,"(37.5K, 50K]"
46,Local-gov,Masters,Married-civ-spouse,Prof-specialty,In-family,Male,USA,"(62.5K, 75K]"
21,Self-emp-inc,College-1yr+,Engaged,Craft-repair,In-family,Male,USA,"(25K, 37.5K]"
58,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,In-family,Male,USA,"(25K, 37.5K]"
66,Local-gov,College-1yr+,Widowed,Machine-op-inspct,Not-in-family,Male,USA,"[0, 12.5K]"
25,Privy-corporate,Bachelors,Dating,Sales,In-family,Female,USA,"(12.5K, 25K]"
57,Privy-small-business,Assoc-voc,Married-spouse-absent,Exec-managerial,Not-in-family,Female,USA,"(37.5K, 50K]"
28,Privy-corporate,College-1yr+,Engaged,Adm-clerical,Not-in-family,Female,USA,"(25K, 37.5K]"
38,Privy-small-business,Assoc-voc,Married-civ-spouse,Tech-support,In-family,Male,USA,"(62.5K, 75K]"
57,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,In-family,Male,USA,"(12.5K, 25K]"
24,Privy-corporate,1st-4th,Middle-aged,Farming-fishing,In-family,Female,Mexico,"(12.5K, 25K]"
36,Privy-small-business,HS-grad,Separated,Sales,Not-in-family,Female,USA,"(25K, 37.5K]"
42,Privy-small-business,College-1yr+,Married-civ-spouse,Farming-fishing,In-family,Male,Guatemala,"(12.5K, 25K]"
32,State-gov,Masters,Married-civ-spouse,Exec-managerial,In-family,Male,USA,"(62.5K, 75K]"
35,Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,In-family,Male,USA,"(25K, 37.5K]"
40,Privy-small-business,College-1yr+,Separated,Other-service,Unmarried,Female,USA,"[0, 12.5K]"
26,Privy-small-business,12th,Young-adult,Craft-repair,Unmarried,Male,USA,"(25K, 37.5K]"
41,Privy-corporate,HS-grad,Married-civ-spouse,Exec-managerial,In-family,Male,USA,"(50K, 62.5K]"
50,Privy-small-business,HS-grad,Dating,Other-service,Not-in-family,Male,USA,"(12.5K, 25K]"
20,Privy-small-business,College-<1yr,Dating,Adm-clerical,In-family,Female,USA,"(37.5K, 50K]"
36,Privy-corporate,Bachelors,Married-civ-spouse,Sales,In-family,Male,USA,"(75K, 87.5K]"
25,Privy-small-business,College-<1yr,Young-adult,Tech-support,Not-in-family,Male,USA,"(37.5K, 50K]"
62,Privy-corporate,College-<1yr,Divorced,Tech-support,Unmarried,Female,USA,"(12.5K, 25K]"
22,Privy-small-business,HS-grad,Middle-aged,Other-service,Not-in-family,Female,USA,"(12.5K, 25K]"
52,Federal-gov,Assoc-acdm,Widowed,Exec-managerial,Unmarried,Male,USA,"(75K, 87.5K]"
48,Privy-corporate,Masters,Married-civ-spouse,Exec-managerial,In-family,Male,USA,"(50K, 62.5K]"
70,Privy-small-business,HS-grad,Divorced,Handlers-cleaners,Not-in-family,Male,USA,"(37.5K, 50K]"
41,Privy-corporate,Bachelors,Divorced,Sales,Not-in-family,Male,USA,"(75K, 87.5K]"
21,Privy-corporate,College-<1yr,Married-civ-spouse,Craft-repair,In-family,Male,USA,"(62.5K, 75K]"
39,Privy-small-business,College-1yr+,Married-civ-spouse,Machine-op-inspct,In-family,Male,USA,"(37.5K, 50K]"
29,Privy-corporate,Assoc-voc,Dating,Transport-moving,In-family,Male,USA,"(25K, 37.5K]"
28,Privy-small-business,HS-grad,Dating,Adm-clerical,In-family,Male,USA,"(37.5K, 50K]"
31,Privy-corporate,HS-grad,Married-civ-spouse,Transport-moving,Other-relative,Male,USA,"[0, 12.5K]"
23,Privy-small-business,7th-8th,Married-civ-spouse,Farming-fishing,In-family,Male,USA,"(25K, 37.5K]"
54,State-gov,College-1yr+,Married-civ-spouse,Adm-clerical,In-family,Male,USA,"(12.5K, 25K]"
73,Self-emp-not-inc,HS-grad,Widowed,Farming-fishing,Not-in-family,Male,USA,"(12.5K, 25K]"
29,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,In-family,Female,USA,"(25K, 37.5K]"
22,Privy-small-business,College-1yr+,Young-adult,Adm-clerical,Not-in-family,Female,USA,"(12.5K, 25K]"
57,Local-gov,Masters,Married-civ-spouse,Exec-managerial,In-family,Male,USA,"(50K, 62.5K]"
41,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,In-family,Male,USA,"(25K, 37.5K]"
39,Privy-corporate,1st-4th,Married-civ-spouse,Handlers-cleaners,In-family,Male,Mexico,"(37.5K, 50K]"
25,State-gov,College-<1yr,Divorced,Other-service,Unmarried,Male,USA,"(50K, 62.5K]"
74,Without-pay,7th-8th,Married-civ-spouse,Farming-fishing,In-family,Male,USA,"(25K, 37.5K]"
45,Privy-small-business,HS-grad,Married-civ-spouse,Other-service,In-family,Female,USA,"above 87.5k"
18,Privy-corporate,HS-grad,Middle-aged,Sales,In-family,Female,USA,"[0, 12.5K]"
24,Privy-corporate,Bachelors,Middle-aged,Exec-managerial,In-family,Female,USA,"[0, 12.5K]"
45,Privy-small-business,9th,Middle-aged,Other-service,Not-in-family,Male,USA,"[0, 12.5K]"
32,Privy-small-business,HS-grad,Engaged,Craft-repair,Not-in-family,Male,USA,"(25K, 37.5K]"
53,Local-gov,College-<1yr,Divorced,Protective-serv,Not-in-family,Male,USA,"(12.5K, 25K]"
50,Privy-corporate,11th,Dating,Priv-house-serv,Unmarried,Female,USA,"(37.5K, 50K]"
35,Privy-corporate,HS-grad,Married-civ-spouse,Craft-repair,In-family,Male,USA,"(37.5K, 50K]"
24,Privy-corporate,Bachelors,Engaged,Adm-clerical,In-family,Female,USA,"(25K, 37.5K]"
32,Privy-small-business,HS-grad,Married-civ-spouse,Machine-op-inspct,In-family,Male,Nicaragua,"(75K, 87.5K]"
21,Privy-small-business,10th,Engaged,Machine-op-inspct,In-family,Male,USA,"(37.5K, 50K]"
42,Privy-small-business,Masters,Divorced,Sales,Not-in-family,Male,USA,"(62.5K, 75K]"
37,Local-gov,College-<1yr,Divorced,Adm-clerical,Not-in-family,Female,USA,"(37.5K, 50K]"
53,Self-emp-inc,Assoc-voc,Married-civ-spouse,Farming-fishing,In-family,Male,USA,"(50K, 62.5K]"
34,Privy-corporate,10th,Married-spouse-absent,Other-service,Unmarried,Female,USA,"(37.5K, 50K]"
29,Privy-corporate,HS-grad,Divorced,Sales,Not-in-family,Male,USA,"[0, 12.5K]"
55,Privy-small-business,Masters,Widowed,Exec-managerial,In-family,Male,USA,"(75K, 87.5K]"
29,Privy-corporate,College-1yr+,Young-adult,Craft-repair,Not-in-family,Male,USA,"(12.5K, 25K]"
70,Privy-small-business,College-1yr+,Middle-aged,Adm-clerical,Not-in-family,Female,USA,"(25K, 37.5K]"
26,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,In-family,Male,USA,"(25K, 37.5K]"
51,Privy-small-business,HS-grad,Divorced,Handlers-cleaners,Unmarried,Male,USA,"(12.5K, 25K]"
58,Privy-corporate,HS-grad,Widowed,Exec-managerial,Unmarried,Female,USA,"(25K, 37.5K]"
27,Privy-small-business,Bachelors,Young-adult,Exec-managerial,Not-in-family,Female,USA,"(37.5K, 50K]"
17,Privy-corporate,12th,Dating,Handlers-cleaners,In-family,Male,USA,"[0, 12.5K]"
29,Privy-corporate,Bachelors,Divorced,Prof-specialty,Not-in-family,Male,USA,"(25K, 37.5K]"
26,Privy-corporate,Bachelors,Engaged,Exec-managerial,Not-in-family,Male,USA,"(37.5K, 50K]"
31,Privy-small-business,HS-grad,Married-civ-spouse,Exec-managerial,In-family,Male,USA,"(62.5K, 75K]"
22,Privy-corporate,10th,Engaged,Machine-op-inspct,Not-in-family,Male,USA,"[0, 12.5K]"
28,Local-gov,HS-grad,Middle-aged,Handlers-cleaners,Other-relative,Male,USA,"[0, 12.5K]"
28,Local-gov,College-<1yr,Divorced,Adm-clerical,Unmarried,Female,USA,"(37.5K, 50K]"
20,Privy-small-business,College-1yr+,Engaged,Transport-moving,In-family,Male,USA,"(25K, 37.5K]"
58,Privy-small-business,HS-grad,Engaged,Sales,Other-relative,Female,USA,"[0, 12.5K]"
23,Privy-small-business,HS-grad,Divorced,Sales,Not-in-family,Male,USA,"(12.5K, 25K]"
34,Privy-corporate,Bachelors,Married-civ-spouse,Prof-specialty,In-family,Male,USA,"(12.5K, 25K]"
32,Privy-small-business,HS-grad,Middle-aged,Craft-repair,Not-in-family,Male,USA,"[0, 12.5K]"
19,Privy-corporate,9th,Married-civ-spouse,Craft-repair,In-family,Male,USA,"(12.5K, 25K]"
35,Local-gov,11th,Married-civ-spouse,Prof-specialty,In-family,Female,USA,"(12.5K, 25K]"
21,Privy-corporate,HS-grad,Dating,Other-service,In-family,Female,USA,"(25K, 37.5K]"
49,Privy-small-business,7th-8th,Middle-aged,Farming-fishing,Not-in-family,Male,USA,"[0, 12.5K]"
37,Privy-small-business,Bachelors,Married-civ-spouse,Sales,In-family,Male,USA,"[0, 12.5K]"
36,Privy-small-business,HS-grad,Middle-aged,Transport-moving,Not-in-family,Male,USA,"[0, 12.5K]"
44,Privy-small-business,Assoc-voc,Married-civ-spouse,Protective-serv,In-family,Male,USA,"(37.5K, 50K]"
39,Local-gov,Masters,Married-civ-spouse,Prof-specialty,In-family,Male,USA,"(25K, 37.5K]"
36,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,In-family,Male,USA,"(12.5K, 25K]"
53,Privy-small-business,Bachelors,Divorced,Other-service,Not-in-family,Male,USA,"[0, 12.5K]"
24,Privy-corporate,HS-grad,Married-civ-spouse,Exec-managerial,In-family,Male,USA,"(25K, 37.5K]"
40,Privy-corporate,College-1yr+,Married-civ-spouse,Sales,In-family,Male,USA,"(37.5K, 50K]"
47,Privy-corporate,HS-grad,Separated,Priv-house-serv,Not-in-family,Female,Nicaragua,"(12.5K, 25K]"
18,Privy-small-business,11th,Young-adult,Other-service,In-family,Male,USA,"[0, 12.5K]"
32,Privy-small-business,HS-grad,Young-adult,Other-service,In-family,Male,USA,"(12.5K, 25K]"
21,Privy-small-business,HS-grad,Middle-aged,Machine-op-inspct,In-family,Male,Mexico,"(25K, 37.5K]"
27,Privy-small-business,12th,Married-civ-spouse,Farming-fishing,In-family,Male,USA,"(25K, 37.5K]"
29,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,In-family,Male,USA,"[0, 12.5K]"
34,Privy-corporate,College-1yr+,Married-civ-spouse,Exec-managerial,In-family,Female,USA,"above 87.5k"
45,State-gov,Masters,Young-adult,Exec-managerial,Not-in-family,Female,USA,"(50K, 62.5K]"
43,Privy-small-business,Bachelors,Dating,Prof-specialty,In-family,Male,USA,"(25K, 37.5K]"
63,Federal-gov,College-1yr+,Married-civ-spouse,Adm-clerical,In-family,Male,USA,"(25K, 37.5K]"
26,Self-emp-inc,HS-grad,Dating,Farming-fishing,Not-in-family,Male,USA,"(25K, 37.5K]"
42,State-gov,HS-grad,Married-civ-spouse,Machine-op-inspct,In-family,Male,USA,"(37.5K, 50K]"
21,Privy-corporate,College-<1yr,Dating,Prof-specialty,Not-in-family,Male,USA,"(37.5K, 50K]"
36,Privy-small-business,Bachelors,Married-civ-spouse,Sales,In-family,Male,USA,"above 87.5k"
44,Privy-small-business,College-1yr+,Married-civ-spouse,Prof-specialty,In-family,Male,USA,"above 87.5k"
18,Privy-small-business,HS-grad,Middle-aged,Other-service,Not-in-family,Male,USA,"(37.5K, 50K]"
69,Privy-small-business,10th,Divorced,Other-service,Not-in-family,Female,USA,"(37.5K, 50K]"
40,Privy-small-business,Assoc-acdm,Divorced,Adm-clerical,In-family,Female,USA,"(25K, 37.5K]"
37,Privy-corporate,HS-grad,Engaged,Other-service,In-family,Male,USA,"(12.5K, 25K]"
39,Privy-small-business,HS-grad,Married-civ-spouse,Transport-moving,In-family,Male,USA,"(50K, 62.5K]"
57,Privy-small-business,Bachelors,Married-civ-spouse,Exec-managerial,In-family,Male,USA,"(62.5K, 75K]"
28,Privy-corporate,HS-grad,Separated,Priv-house-serv,In-family,Female,Guatemala,"(12.5K, 25K]"
23,Privy-small-business,HS-grad,Young-adult,Adm-clerical,In-family,Male,USA,"(12.5K, 25K]"
20,Privy-corporate,HS-grad,Engaged,Transport-moving,In-family,Male,USA,"(25K, 37.5K]"
46,Privy-small-business,HS-grad,Married-civ-spouse,Handlers-cleaners,In-family,Male,USA,"(12.5K, 25K]"
44,State-gov,Masters,Divorced,Prof-specialty,Not-in-family,Male,USA,"(37.5K, 50K]"
31,Privy-small-business,HS-grad,Married-civ-spouse,Sales,In-family,Male,USA,"(37.5K, 50K]"
24,Privy-corporate,Bachelors,Middle-aged,Other-service,Not-in-family,Female,USA,"(37.5K, 50K]"
54,Privy-small-business,Bachelors,Divorced,Handlers-cleaners,Not-in-family,Male,USA,"(37.5K, 50K]"
28,Privy-small-business,Assoc-voc,Married-civ-spouse,Craft-repair,In-family,Male,USA,"[0, 12.5K]"
30,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,In-family,Male,USA,"(37.5K, 50K]"
42,Privy-corporate,HS-grad,Divorced,Machine-op-inspct,Not-in-family,Male,USA,"(12.5K, 25K]"
17,Privy-corporate,12th,Young-adult,Craft-repair,In-family,Male,Northern-South-America,"[0, 12.5K]"
32,Privy-small-business,Bachelors,Young-adult,Tech-support,Other-relative,Female,USA,"(12.5K, 25K]"
25,Privy-corporate,Bachelors,Middle-aged,Exec-managerial,Not-in-family,Female,USA,"[0, 12.5K]"
49,Self-emp-inc,Prof-school,Widowed,Prof-specialty,Unmarried,Male,USA,"(62.5K, 75K]"
35,Privy-corporate,HS-grad,Married-civ-spouse,Transport-moving,In-family,Male,USA,"(25K, 37.5K]"
